"data/dan_0.dat";0;"9 12 14 16 17 18 19 20";8;0.840218;yin;data/dan_0.dat;0;0;1;1;0.01;0.1;10;150;2;1;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.840218
"data/jan_0.dat";0;"9 12 14 16 17 18 19 20";8;0.886669;yin;data/jan_0.dat;0;0;1;1;0.01;0.1;10;150;2;1;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.886669
"data/lien_0.dat";0;"9 12 14 16 17 18 19 20";8;0.890795;yin;data/lien_0.dat;0;0;1;1;0.01;0.1;10;150;2;1;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.890795
"data/maki_0.dat";0;"9 12 14 16 17 18 19 20";8;0.891081;yin;data/maki_0.dat;0;0;1;1;0.01;0.1;10;150;2;1;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.891081
"data/marco_0.dat";0;"9 12 14 16 17 18 19 20";8;0.925196;yin;data/marco_0.dat;0;0;1;1;0.01;0.1;10;150;2;1;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.925196
"data/nico_0.dat";0;"9 12 14 16 17 18 19 20";8;0.881462;yin;data/nico_0.dat;0;0;1;1;0.01;0.1;10;150;2;1;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.881462
"data/suzanne_0.dat";0;"9 12 14 16 17 18 19 20";8;0.961361;yin;data/suzanne_0.dat;0;0;1;1;0.01;0.1;10;150;2;1;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.961361
"data/mirjam_0.dat";0;"9 12 14 16 17 18 19 20";8;0.540286;yin;data/mirjam_0.dat;0;0;1;1;0.01;0.1;10;150;2;1;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.540286
"data/marije_0.dat";0;"9 12 14 16 17 18 19 20";8;0.779711;yin;data/marije_0.dat;0;0;1;1;0.01;0.1;10;150;2;1;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.779711
"data/dan_0.dat";0;"9 12 14 16 17 18 19 20";8;0.933161;yin;data/dan_0.dat;0;0;1;1;0.01;0.2;10;150;2;1;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.933161
"data/jan_0.dat";0;"9 12 14 16 17 18 19 20";8;0.943192;yin;data/jan_0.dat;0;0;1;1;0.01;0.2;10;150;2;1;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0;2;1e-005;0.0001;0.0001;0.0001;0.0001;0.943192
