data/dan_45.dat;0.59144;0.748387;0.501945;0.590592;0.674839;0.669251;0.569032;0.581274;0.615845;20;0.2;0.1
data/jan_45.dat;0.603359;0.7348;0.48062;0.670085;0.632391;0.559432;0.736434;0.603359;0.62756;20;0.2;0.1
data/lien_45.dat;0.495484;0.733247;0.79768;0.531842;0.614489;0.805412;0.82772;0.749677;0.694444;20;0.2;0.1
data/maki_45.dat;0.6326;0.780362;0.549935;0.663212;0.709302;0.809769;0.723157;0.713548;0.697736;20;0.2;0.1
data/marco_45.dat;0.664093;0.573454;0.465806;0.589655;0.590501;0.672237;0.780206;0.606218;0.617771;20;0.2;0.1
data/nico_45.dat;0.688946;0.616279;0.573643;0.538593;0.765464;0.760673;0.681234;0.727742;0.669072;20;0.2;0.1
data/suzanne_45.dat;0.65251;0.736842;0.546632;0.5;0.507079;0.734112;0.682927;0.793014;0.644139;20;0.2;0.1
data/mirjam_45.dat;0.640362;0.599487;0.683528;0.601724;0.643782;0.760052;0.731017;0.671001;0.666369;20;0.2;0.1
data/marije_45.dat;0.681234;0.568393;0.735065;0.748673;0.526316;0.727632;0.731836;0.719178;0.679791;20;0.2;0.1
data/dan_45.dat;0.762646;0.774194;0.573281;0.61324;0.72129;0.75969;0.620645;0.786736;0.701465;20;0.2;0.2
data/jan_45.dat;0.677003;0.767141;0.573643;0.777778;0.70437;0.767442;0.79199;0.815245;0.734327;20;0.2;0.2
data/lien_45.dat;0.695484;0.768041;0.819588;0.643718;0.690815;0.863402;0.865285;0.825806;0.771517;20;0.2;0.2
data/maki_45.dat;0.716688;0.790698;0.651102;0.816926;0.757106;0.852185;0.782665;0.825806;0.774147;20;0.2;0.2
data/marco_45.dat;0.736165;0.766753;0.607742;0.668966;0.609756;0.755784;0.781491;0.816062;0.71784;20;0.2;0.2
data/nico_45.dat;0.719794;0.781654;0.75323;0.578045;0.863402;0.821475;0.808483;0.855484;0.772696;20;0.2;0.2
data/suzanne_45.dat;0.722008;0.785623;0.659326;0.591379;0.603604;0.806745;0.820282;0.839586;0.728569;20;0.2;0.2
data/mirjam_45.dat;0.654593;0.721438;0.719844;0.610345;0.707254;0.850843;0.795367;0.782835;0.730315;20;0.2;0.2
data/marije_45.dat;0.737789;0.675963;0.81039;0.769912;0.642105;0.814474;0.796565;0.809589;0.757098;20;0.2;0.2
data/dan_45.dat;0.818418;0.79871;0.621271;0.644599;0.731613;0.806202;0.634839;0.825748;0.735175;20;0.2;0.3
data/jan_45.dat;0.691214;0.781371;0.600775;0.788034;0.724936;0.815245;0.815245;0.854005;0.758853;20;0.2;0.3
data/lien_45.dat;0.739355;0.789948;0.828608;0.707401;0.730919;0.873711;0.851036;0.854194;0.796897;20;0.2;0.3
data/maki_45.dat;0.747736;0.808786;0.697795;0.853195;0.77261;0.868895;0.818887;0.847742;0.801956;20;0.2;0.3
data/marco_45.dat;0.778636;0.831186;0.732903;0.72069;0.640565;0.793059;0.81491;0.860104;0.771506;20;0.2;0.3
data/nico_45.dat;0.733933;0.828165;0.812661;0.634648;0.875;0.813713;0.835476;0.872258;0.800732;20;0.2;0.3
data/suzanne_45.dat;0.743887;0.807445;0.762953;0.627586;0.642214;0.832685;0.85751;0.862872;0.767144;20;0.2;0.3
data/mirjam_45.dat;0.664942;0.774069;0.747082;0.644828;0.731865;0.861219;0.80695;0.797139;0.753512;20;0.2;0.3
data/marije_45.dat;0.760925;0.737052;0.833766;0.745133;0.711842;0.827632;0.779392;0.823288;0.777379;20;0.2;0.3
data/dan_45.dat;0.833982;0.807742;0.648508;0.679443;0.739355;0.812661;0.651613;0.854356;0.753457;20;0.2;0.4
data/jan_45.dat;0.69509;0.786546;0.634367;0.791453;0.749357;0.829457;0.838501;0.865633;0.773801;20;0.2;0.4
data/lien_45.dat;0.748387;0.802835;0.842784;0.760757;0.741268;0.880155;0.860104;0.873548;0.81373;20;0.2;0.4
data/maki_45.dat;0.758085;0.813953;0.715953;0.868739;0.794574;0.871465;0.826649;0.861935;0.813919;20;0.2;0.4
data/marco_45.dat;0.786358;0.856959;0.762581;0.781034;0.662388;0.820051;0.838046;0.870466;0.797235;20;0.2;0.4
data/nico_45.dat;0.731362;0.838501;0.847545;0.668954;0.875;0.821475;0.852185;0.886452;0.815184;20;0.2;0.4
data/suzanne_45.dat;0.752896;0.829268;0.80829;0.637931;0.685972;0.848249;0.860077;0.868047;0.786341;20;0.2;0.4
data/mirjam_45.dat;0.67141;0.78819;0.758755;0.653448;0.737047;0.86511;0.813385;0.808843;0.762024;20;0.2;0.4
data/marije_45.dat;0.77635;0.766268;0.841558;0.746903;0.726316;0.838158;0.787318;0.824658;0.788441;20;0.2;0.4
data/dan_45.dat;0.841764;0.816774;0.660182;0.688153;0.749677;0.824289;0.665806;0.860858;0.763438;20;0.2;0.5
data/jan_45.dat;0.706718;0.785252;0.644703;0.808547;0.764781;0.829457;0.857881;0.857881;0.781903;20;0.2;0.5
data/lien_45.dat;0.752258;0.804124;0.844072;0.79346;0.760673;0.880155;0.86399;0.88129;0.822503;20;0.2;0.5
data/maki_45.dat;0.771022;0.816537;0.735409;0.88601;0.806202;0.865039;0.835705;0.868387;0.823039;20;0.2;0.5
data/marco_45.dat;0.79408;0.867268;0.779355;0.834483;0.681643;0.829049;0.861183;0.875648;0.815338;20;0.2;0.5
data/nico_45.dat;0.733933;0.841085;0.855297;0.699828;0.884021;0.820181;0.857327;0.885161;0.822104;20;0.2;0.5
